Time_UTC_logger,415_converted,445_converted,480_converted,515_converted,555_converted,590_converted,630_converted,680_converted,Time_UTC_rounded,Time_UTC_pySAS,415_pySAS,445_pySAS,480_pySAS,515_pySAS,555_pySAS,590_pySAS,630_pySAS,680_pySAS
2025-06-12 16:02:26,78.52326475325349,94.91862278129543,105.2524417516683,98.69581100128866,101.67319743047182,95.61004382200083,92.19779329307265,89.20167425441835,2025-06-12 16:02:26,2025-06-12 16:02:26.290,78.23016053364891,94.57299342980843,105.05318915623316,98.45598589471614,101.51801193439891,95.64524465245562,92.24673750439436,89.19246306872974
2025-06-12 16:02:33,78.58521343096098,94.96869734269154,105.30986100959773,98.73743442294642,101.82654244940049,95.74298487951052,92.31178926568978,89.32660842712804,2025-06-12 16:02:33,2025-06-12 16:02:33.175,78.24768136571026,94.6868600044945,104.93791200907808,98.50883418300138,101.49419244531904,95.52703732852858,92.13689152274158,89.07134016792605
2025-06-12 16:02:38,78.61618776981472,95.04380918478573,105.36728026752714,98.7929323184901,101.79115513734003,95.70500172022204,92.27826103844944,89.27306521025247,2025-06-12 16:02:38,2025-06-12 16:02:37.629,78.17534200090535,94.69889370275894,104.9459081426183,98.4997914227806,101.5665857874034,95.56042875225069,91.97591472067396,89.18156471557423
2025-06-12 16:02:51,78.67813644752222,95.1189210268799,105.44383927809969,98.86230468791973,102.02707055107646,95.92340488613081,92.4727247564434,89.46344109247676,2025-06-12 16:02:51,2025-06-12 16:02:51.294,78.67341754974048,95.36944505807828,105.73548463577067,99.16372851081135,102.29492020489938,96.20124043109922,92.77414675052242,89.78114468184845
2025-06-12 16:02:53,78.8020338029372,95.26914471106828,105.63523680453108,99.04267284843671,102.20400711137877,96.1038248927511,92.64707153809313,89.630019989423,2025-06-12 16:02:53,2025-06-12 16:02:53.428,78.84387951452732,95.49852658950616,105.97169960253802,99.3957204388642,102.50142414656057,96.31928014044914,92.98240708377024,89.86481372642163
2025-06-12 16:02:56,79.04982851376717,95.59462936014306,105.97975235210757,99.36178574781292,102.47530983717566,96.35071542812625,92.88847477422354,89.85014210324485,2025-06-12 16:02:56,2025-06-12 16:02:55.778,78.718514226757,95.49691554480889,105.926786262494,99.39957820979764,102.39631180335144,96.36165424526124,92.85095468791708,89.89389402709143
2025-06-12 16:03:03,79.2666488857434,95.81996488642561,106.24770888911154,99.59765180387359,102.73481679228573,96.58811017367927,93.10305542856167,90.04646723178864,2025-06-12 16:03:03,2025-06-12 16:03:02.635,79.0938535311787,95.7758757926451,106.2198916962272,99.64499907114914,102.74027933855362,96.62511974611314,93.21282741376032,90.07987212672546
2025-06-12 16:03:16,79.5454179354271,96.22056137759459,106.66878344726057,99.9861370726794,103.11228145426401,96.92995860727561,93.40480947372468,90.32013256248607,2025-06-12 16:03:16,2025-06-12 16:03:16.182,79.50742235796695,96.2598039633116,106.73278827284886,100.04883943705984,103.07685305484006,96.9693848129094,93.40764868819248,90.49749165819226
2025-06-12 16:03:18,79.70028962969583,96.37078506178295,106.86018097369195,100.15263075931047,103.23023916113222,97.01542071567468,93.49868850999762,90.39747276463967,2025-06-12 16:03:18,2025-06-12 16:03:18.334,79.6297028453589,96.42586416685138,106.91645628377906,100.3967457659274,103.44167924394412,97.35367970397073,93.596072485389,90.52743315569332
2025-06-12 16:03:21,79.76223830740332,96.49597146527326,106.97501948955079,100.26362655039784,103.3364010973136,97.11987440371801,93.57245060992636,90.46886372047379,2025-06-12 16:03:21,2025-06-12 16:03:20.661,79.65422864355067,96.60842431552962,107.09362189128144,100.46934962214002,103.5421009806625,97.2795028065164,93.78113872570133,90.70266415748492
